mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
0.75,"9 km WNW of Cobb, CA",1717092406430,1717092505914,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75013442,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75013442&format=geojson,,,,,automatic,0,9,nc,75013442,",nc75013442,",",nc,",",nearby-cities,origin,phase-data,",14.0,0.008295,0.04,65.0,md,earthquake,"M 0.8 - 9 km WNW of Cobb, CA"
0.0,"21 km N of Ivanof Bay, Alaska",1717092303770,1717195416280,,https://earthquake.usgs.gov/earthquakes/eventpage/av93009784,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93009784&format=geojson,,,,,reviewed,0,0,av,93009784,",av93009784,",",av,",",origin,phase-data,",4.0,0.0612,0.11,153.0,ml,earthquake,"M 0.0 - 21 km N of Ivanof Bay, Alaska"
1.7,"7 km E of Panaca, Nevada",1717091524849,1717093690194,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00878381,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00878381&format=geojson,,,,,reviewed,0,44,nn,00878381,",nn00878381,",",nn,",",origin,phase-data,",7.0,0.493,0.1352,108.85999999999996,ml,earthquake,"M 1.7 - 7 km E of Panaca, Nevada"
1.23,"9 km S of Owasso, Oklahoma",1717091416210,1717168817643,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2024kpkt,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2024kpkt&format=geojson,,,,,reviewed,0,23,ok,2024kpkt,",ok2024kpkt,",",ok,",",origin,phase-data,",30.0,0.2816447317,0.54,199.0,ml,quarry blast,"M 1.2 Quarry Blast - 9 km S of Owasso, Oklahoma"
1.17,"6 km NNW of The Geysers, CA",1717091345370,1717091439967,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75013437,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75013437&format=geojson,,,,,automatic,0,21,nc,75013437,",nc75013437,",",nc,",",nearby-cities,origin,phase-data,",25.0,0.00465,0.02,37.0,md,earthquake,"M 1.2 - 6 km NNW of The Geysers, CA"
0.81,"73 km WSW of Nikolski, Alaska",1717091239750,1717194965130,,https://earthquake.usgs.gov/earthquakes/eventpage/av93145536,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93145536&format=geojson,,,,,reviewed,0,10,av,93145536,",av93145536,",",av,",",origin,phase-data,",5.0,0.05954,0.25,270.0,ml,earthquake,"M 0.8 - 73 km WSW of Nikolski, Alaska"
1.2,"6 km WNW of Point MacKenzie, Alaska",1717091238312,1717091353696,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0246y0jvx3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0246y0jvx3&format=geojson,,,,,automatic,0,22,ak,0246y0jvx3,",ak0246y0jvx3,",",ak,",",origin,phase-data,",,,0.68,,ml,earthquake,"M 1.2 - 6 km WNW of Point MacKenzie, Alaska"
1.89,"11 km ENE of Pāhala, Hawaii",1717091094910,1717091252210,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74253881,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74253881&format=geojson,,,,,automatic,0,55,hv,74253881,",hv74253881,",",hv,",",origin,phase-data,",43.0,0.07815,0.140000001,137.0,ml,earthquake,"M 1.9 - 11 km ENE of Pāhala, Hawaii"
4.2,"188 km SE of Hihifo, Tonga",1717090888709,1717775274040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mqnk,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000mqnk&format=geojson,,,,,reviewed,0,271,us,7000mqnk,",us7000mqnk,",",us,",",origin,phase-data,",20.0,3.037,1.2,124.0,mb,earthquake,"M 4.2 - 188 km SE of Hihifo, Tonga"
0.15,"39 km S of Morton, Washington",1717090739780,1717098574470,,https://earthquake.usgs.gov/earthquakes/eventpage/uw62010641,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw62010641&format=geojson,,,,,reviewed,0,0,uw,62010641,",uw62010641,",",uw,",",origin,phase-data,",13.0,0.004679,0.07,86.0,ml,earthquake,"M 0.2 - 39 km S of Morton, Washington"
1.3,"7 km SW of Volcano, Hawaii",1717090720020,1717104477080,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74253876,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74253876&format=geojson,,,,,reviewed,0,26,hv,74253876,",hv74253876,",",hv,",",origin,phase-data,",16.0,0.01163,0.07,70.0,md,earthquake,"M 1.3 - 7 km SW of Volcano, Hawaii"
1.7,"7 km ENE of Panaca, Nevada",1717090627680,1717092754622,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00878376,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00878376&format=geojson,,,,,reviewed,0,44,nn,00878376,",nn00878376,",",nn,",",origin,phase-data,",10.0,0.498,0.1747,123.71999999999997,ml,earthquake,"M 1.7 - 7 km ENE of Panaca, Nevada"
0.94,"10 km NE of Coso Junction, CA",1717089087430,1718139140720,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40607103,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40607103&format=geojson,,,,,reviewed,0,14,ci,40607103,",ci40607103,",",ci,",",nearby-cities,origin,phase-data,",14.0,0.02006,0.14,91.0,ml,earthquake,"M 0.9 - 10 km NE of Coso Junction, CA"
4.2,"58 km N of Yongning, China",1717089022521,1717778762040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mqnp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000mqnp&format=geojson,,,,,reviewed,0,271,us,7000mqnp,",us7000mqnp,",",us,",",origin,phase-data,",36.0,7.979,0.51,91.0,mb,earthquake,"M 4.2 - 58 km N of Yongning, China"
5.0,"148 km NNW of Kendari, Indonesia",1717088897913,1717788906981,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mp1j,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000mp1j&format=geojson,1.0,3.8,,,reviewed,0,385,us,7000mp1j,",us7000mp1j,",",us,",",dyfi,origin,phase-data,",82.0,3.223,0.86,63.0,mb,earthquake,"M 5.0 - 148 km NNW of Kendari, Indonesia"
1.6,"37 km NNW of Valdez, Alaska",1717088728867,1717088893185,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0246y0awnq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0246y0awnq&format=geojson,,,,,automatic,0,39,ak,0246y0awnq,",ak0246y0awnq,",",ak,",",origin,phase-data,",,,0.6,,ml,earthquake,"M 1.6 - 37 km NNW of Valdez, Alaska"
1.72,"2 km NE of Magas Arriba, Puerto Rico",1717088456100,1717090498280,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71450988,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71450988&format=geojson,,,,,reviewed,0,46,pr,71450988,",pr71450988,",",pr,",",origin,phase-data,",8.0,0.1327,0.06,124.0,md,earthquake,"M 1.7 - 2 km NE of Magas Arriba, Puerto Rico"
0.74,"16 km SW of Thatcher, Utah",1717088219700,1717252784950,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80070651,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80070651&format=geojson,,,,,reviewed,0,8,uu,80070651,",uu80070651,",",uu,",",origin,phase-data,",11.0,0.02244,0.14,83.0,md,earthquake,"M 0.7 - 16 km SW of Thatcher, Utah"
1.02,"19 km NW of Ocotillo, CA",1717088108730,1717107131408,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40607079,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40607079&format=geojson,,,,,reviewed,0,16,ci,40607079,",ci40607079,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",15.0,0.07054,0.1,86.0,ml,earthquake,"M 1.0 - 19 km NW of Ocotillo, CA"
0.99,"6 km NW of The Geysers, CA",1717087827300,1717087925384,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75013432,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75013432&format=geojson,,,,,automatic,0,15,nc,75013432,",nc75013432,",",nc,",",nearby-cities,origin,phase-data,",14.0,0.01356,0.02,49.0,md,earthquake,"M 1.0 - 6 km NW of The Geysers, CA"
0.43,"12 km ESE of Ashford, Washington",1717087739740,1717098947040,,https://earthquake.usgs.gov/earthquakes/eventpage/uw62010616,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw62010616&format=geojson,,,,,reviewed,0,3,uw,62010616,",uw62010616,",",uw,",",origin,phase-data,",22.0,0.02721,0.16,227.0,ml,earthquake,"M 0.4 - 12 km ESE of Ashford, Washington"
0.52,"37 km NNE of Amboy, Washington",1717087464340,1717098302700,,https://earthquake.usgs.gov/earthquakes/eventpage/uw62010611,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw62010611&format=geojson,,,,,reviewed,0,4,uw,62010611,",uw62010611,",",uw,",",origin,phase-data,",16.0,0.004453,0.08,100.0,ml,earthquake,"M 0.5 - 37 km NNE of Amboy, Washington"
1.07,"6 km NW of The Geysers, CA",1717087077400,1717087175445,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75013427,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75013427&format=geojson,,,,,automatic,0,18,nc,75013427,",nc75013427,",",nc,",",nearby-cities,origin,phase-data,",13.0,0.01095,0.02,90.0,md,earthquake,"M 1.1 - 6 km NW of The Geysers, CA"
1.48,"15 km WNW of Pāhala, Hawaii",1717086591810,1717114918190,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74253766,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74253766&format=geojson,,,,,reviewed,0,34,hv,74253766,",hv74253766,",",hv,",",origin,phase-data,",35.0,0.008858,0.2,71.0,md,earthquake,"M 1.5 - 15 km WNW of Pāhala, Hawaii"
1.47,"4 km WSW of Hulbert, Oklahoma",1717085746420,1717168218474,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2024kphq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2024kphq&format=geojson,,,,,reviewed,0,33,ok,2024kphq,",ok2024kphq,",",ok,",",origin,phase-data,",28.0,0.4958027066,0.41,124.0,ml,quarry blast,"M 1.5 Quarry Blast - 4 km WSW of Hulbert, Oklahoma"
1.81,"6 km SW of Volcano, Hawaii",1717085436430,1717116866260,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74253731,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74253731&format=geojson,,,,,reviewed,0,50,hv,74253731,",hv74253731,",",hv,",",origin,phase-data,",26.0,0.01262,0.07,47.0,ml,earthquake,"M 1.8 - 6 km SW of Volcano, Hawaii"
1.16,"6 km SW of Volcano, Hawaii",1717085425740,1717119093170,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74253736,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74253736&format=geojson,,,,,reviewed,0,21,hv,74253736,",hv74253736,",",hv,",",origin,phase-data,",13.0,0.01354,0.11,100.0,md,earthquake,"M 1.2 - 6 km SW of Volcano, Hawaii"
1.31,"22 km WNW of Searles Valley, CA",1717084992820,1717105613228,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40607039,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40607039&format=geojson,,,,,reviewed,0,26,ci,40607039,",ci40607039,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",26.0,0.1059,0.17,124.0,ml,earthquake,"M 1.3 - 22 km WNW of Searles Valley, CA"
0.6,"8 km WNW of Cobb, CA",1717084738830,1717084834947,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75013417,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75013417&format=geojson,,,,,automatic,0,6,nc,75013417,",nc75013417,",",nc,",",nearby-cities,origin,phase-data,",12.0,0.0136,0.01,64.0,md,earthquake,"M 0.6 - 8 km WNW of Cobb, CA"
2.53,"5 km WSW of Guánica, Puerto Rico",1717084396740,1717085860190,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71450973,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71450973&format=geojson,,,,,reviewed,0,98,pr,71450973,",pr71450973,",",pr,",",origin,phase-data,",5.0,0.07301,0.07,201.0,md,earthquake,"M 2.5 - 5 km WSW of Guánica, Puerto Rico"
4.5,"12 km ESE of Hualien City, Taiwan",1717084337003,1717086707135,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mp02,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000mp02&format=geojson,1.0,2.2,,,reviewed,0,312,us,7000mp02,",us7000mp02,",",us,",",dyfi,origin,phase-data,",51.0,0.642,1.0,70.0,mb,earthquake,"M 4.5 - 12 km ESE of Hualien City, Taiwan"
2.18,"11 km ENE of Pāhala, Hawaii",1717084061790,1717084219030,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74253696,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74253696&format=geojson,,,,,automatic,0,73,hv,74253696,",hv74253696,",",hv,",",origin,phase-data,",58.0,0.08413,0.129999995,138.0,ml,earthquake,"M 2.2 - 11 km ENE of Pāhala, Hawaii"
0.65,"14 km WSW of Toms Place, CA",1717083128650,1717278439370,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75013412,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75013412&format=geojson,,,,,reviewed,0,6,nc,75013412,",nc75013412,",",nc,",",nearby-cities,origin,phase-data,",14.0,0.07739,0.03,245.0,md,earthquake,"M 0.7 - 14 km WSW of Toms Place, CA"
1.68,"18 km ENE of Lake Los Angeles, CA",1717082914280,1717706636370,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40606983,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40606983&format=geojson,,,,,reviewed,0,43,ci,40606983,",ci40606983,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",48.0,0.1221,0.17,28.0,ml,earthquake,"M 1.7 - 18 km ENE of Lake Los Angeles, CA"
1.84,"15 km NW of Pinnacles, CA",1717081958940,1718045224430,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75013402,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75013402&format=geojson,,,,,reviewed,0,52,nc,75013402,",nc75013402,",",nc,",",nearby-cities,origin,phase-data,",37.0,0.03736,0.24,52.0,md,earthquake,"M 1.8 - 15 km NW of Pinnacles, CA"
1.39,"28 km NNE of Montecito, CA",1717081647120,1717704222410,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40606975,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40606975&format=geojson,,,,,reviewed,0,30,ci,40606975,",ci40606975,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",23.0,0.1258,0.18,95.0,ml,earthquake,"M 1.4 - 28 km NNE of Montecito, CA"
1.82,"17 km NW of Pinnacles, CA",1717081587860,1718041967620,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75013397,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75013397&format=geojson,,,,,reviewed,0,51,nc,75013397,",nc75013397,",",nc,",",nearby-cities,origin,phase-data,",33.0,0.02631,0.15,55.0,md,earthquake,"M 1.8 - 17 km NW of Pinnacles, CA"
1.05,"14 km WNW of Anaconda, Montana",1717081501190,1717187335600,,https://earthquake.usgs.gov/earthquakes/eventpage/mb90053413,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb90053413&format=geojson,,,,,reviewed,0,17,mb,90053413,",mb90053413,",",mb,",",origin,phase-data,",11.0,0.1489,0.11,95.0,ml,earthquake,"M 1.1 - 14 km WNW of Anaconda, Montana"
0.99,"9 km SE of Valle Vista, CA",1717081126790,1717700021339,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40606959,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40606959&format=geojson,,,,,reviewed,0,15,ci,40606959,",ci40606959,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",45.0,0.07433,0.14,44.0,ml,earthquake,"M 1.0 - 9 km SE of Valle Vista, CA"
0.77,"7 km NW of The Geysers, CA",1717080598360,1717080694625,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75013392,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75013392&format=geojson,,,,,automatic,0,9,nc,75013392,",nc75013392,",",nc,",",nearby-cities,origin,phase-data,",16.0,0.007377,0.01,59.0,md,earthquake,"M 0.8 - 7 km NW of The Geysers, CA"
2.00999999,"6 km WSW of Volcano, Hawaii",1717080422420,1717080523310,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74253586,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74253586&format=geojson,,,,,automatic,0,62,hv,74253586,",hv74253586,",",hv,",",origin,phase-data,",21.0,0.008379,0.25999999,35.0,md,earthquake,"M 2.0 - 6 km WSW of Volcano, Hawaii"
1.27,"6 km SW of Volcano, Hawaii",1717080420110,1717113874370,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74253581,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74253581&format=geojson,,,,,reviewed,0,25,hv,74253581,",hv74253581,",",hv,",",origin,phase-data,",11.0,0.01304,0.05,78.0,md,earthquake,"M 1.3 - 6 km SW of Volcano, Hawaii"
2.69,"6 km SW of Hawaiian Ocean View, Hawaii",1717080412910,1717080780330,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74253596,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74253596&format=geojson,,,,,automatic,0,111,hv,74253596,",hv74253596,",",hv,",",origin,phase-data,",12.0,0.5062,0.300000012,349.0,ml,earthquake,"M 2.7 - 6 km SW of Hawaiian Ocean View, Hawaii"
0.5,"6 km ESE of Valle Vista, CA",1717080267550,1717098527950,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40606943,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40606943&format=geojson,,,,,reviewed,0,4,ci,40606943,",ci40606943,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",15.0,0.07887,0.12,140.0,ml,earthquake,"M 0.5 - 6 km ESE of Valle Vista, CA"
0.94,"11 km NNE of Ocotillo Wells, CA",1717079716580,1717097349848,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40606927,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40606927&format=geojson,,,,,reviewed,0,14,ci,40606927,",ci40606927,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",32.0,0.09309,0.23,76.0,ml,earthquake,"M 0.9 - 11 km NNE of Ocotillo Wells, CA"
1.82000005,"7 km SW of Volcano, Hawaii",1717079142420,1717079299550,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74253561,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74253561&format=geojson,,,,,automatic,0,51,hv,74253561,",hv74253561,",",hv,",",origin,phase-data,",17.0,0.009679,0.119999997,53.0,md,earthquake,"M 1.8 - 7 km SW of Volcano, Hawaii"
1.74,"6 km S of Pāhala, Hawaii",1717079125750,1717117985630,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74253556,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74253556&format=geojson,,,,,reviewed,0,47,hv,74253556,",hv74253556,",",hv,",",origin,phase-data,",13.0,0.1564,0.07,214.0,md,earthquake,"M 1.7 - 6 km S of Pāhala, Hawaii"
0.26,"17 km NE of Atka, Alaska",1717078477670,1717194156930,,https://earthquake.usgs.gov/earthquakes/eventpage/av93009774,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93009774&format=geojson,,,,,reviewed,0,1,av,93009774,",av93009774,",",av,",",origin,phase-data,",6.0,0.02809,0.31,241.0,ml,earthquake,"M 0.3 - 17 km NE of Atka, Alaska"
1.7,"20 km N of Willow, Alaska",1717078449843,1717078600501,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0246xykhtk,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0246xykhtk&format=geojson,,,,,automatic,0,44,ak,0246xykhtk,",ak0246xykhtk,",",ak,",",origin,phase-data,",,,0.81,,ml,earthquake,"M 1.7 - 20 km N of Willow, Alaska"
1.48,"10 km WNW of Cobb, CA",1717078203480,1717078300410,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75013382,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75013382&format=geojson,,,,,automatic,0,34,nc,75013382,",nc75013382,",",nc,",",nearby-cities,origin,phase-data,",24.0,0.005372,0.02,86.0,md,earthquake,"M 1.5 - 10 km WNW of Cobb, CA"
1.16,"10 km NE of Ocotillo Wells, CA",1717077838720,1717699082800,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40606887,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40606887&format=geojson,,,,,reviewed,0,21,ci,40606887,",ci40606887,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",56.0,0.08964,0.2,59.0,ml,earthquake,"M 1.2 - 10 km NE of Ocotillo Wells, CA"
0.7,"150 km W of Adak, Alaska",1717077324240,1717119292480,,https://earthquake.usgs.gov/earthquakes/eventpage/av93145446,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93145446&format=geojson,,,,,reviewed,0,8,av,93145446,",av93145446,",",av,",",origin,phase-data,",5.0,0.01136,0.16,143.0,ml,earthquake,"M 0.7 - 150 km W of Adak, Alaska"
1.17,"12 km WSW of Toms Place, CA",1717077140290,1718039735801,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75013377,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75013377&format=geojson,,,,,reviewed,0,21,nc,75013377,",nc75013377,",",nc,",",nearby-cities,origin,phase-data,",22.0,0.0667,0.04,168.0,md,earthquake,"M 1.2 - 12 km WSW of Toms Place, CA"
0.61,"13 km WSW of Toms Place, CA",1717076847180,1717278227948,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75013372,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75013372&format=geojson,,,,,reviewed,0,6,nc,75013372,",nc75013372,",",nc,",",nearby-cities,origin,phase-data,",18.0,0.07319,0.05,172.0,md,earthquake,"M 0.6 - 13 km WSW of Toms Place, CA"
1.7,"29 km NE of Chenega, Alaska",1717076579751,1717076719685,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0246xy5647,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0246xy5647&format=geojson,,,,,automatic,0,44,ak,0246xy5647,",ak0246xy5647,",",ak,",",origin,phase-data,",,,0.59,,ml,earthquake,"M 1.7 - 29 km NE of Chenega, Alaska"
1.2,"5 km S of Salcha, Alaska",1717076363983,1717076470483,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0246xy4g7i,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0246xy4g7i&format=geojson,,,,,automatic,0,22,ak,0246xy4g7i,",ak0246xy4g7i,",",ak,",",origin,phase-data,",,,0.42,,ml,earthquake,"M 1.2 - 5 km S of Salcha, Alaska"
0.76,"7 km NW of The Geysers, CA",1717075964210,1717076060944,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75013367,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75013367&format=geojson,,,,,automatic,0,9,nc,75013367,",nc75013367,",",nc,",",nearby-cities,origin,phase-data,",12.0,0.01033,0.02,62.0,md,earthquake,"M 0.8 - 7 km NW of The Geysers, CA"
0.84,"5 km WNW of Cobb, CA",1717075762290,1717075860068,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75013362,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75013362&format=geojson,,,,,automatic,0,11,nc,75013362,",nc75013362,",",nc,",",nearby-cities,origin,phase-data,",9.0,0.01213,0.02,101.0,md,earthquake,"M 0.8 - 5 km WNW of Cobb, CA"
0.85,"6 km WSW of Ridgemark, CA",1717074851920,1718037503507,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75013357,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75013357&format=geojson,,,,,reviewed,0,11,nc,75013357,",nc75013357,",",nc,",",nearby-cities,origin,phase-data,",12.0,0.03208,0.11,73.0,md,earthquake,"M 0.9 - 6 km WSW of Ridgemark, CA"
0.75,"3 km NNW of The Geysers, CA",1717074841420,1717074940069,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75013352,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75013352&format=geojson,,,,,automatic,0,9,nc,75013352,",nc75013352,",",nc,",",nearby-cities,origin,phase-data,",14.0,0.01163,0.01,73.0,md,earthquake,"M 0.8 - 3 km NNW of The Geysers, CA"
1.4,"19 km NNW of Meadow Lakes, Alaska",1717074798120,1717074885149,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0246xxyv50,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0246xxyv50&format=geojson,,,,,automatic,0,30,ak,0246xxyv50,",ak0246xxyv50,",",ak,",",origin,phase-data,",,,0.43,,ml,earthquake,"M 1.4 - 19 km NNW of Meadow Lakes, Alaska"
2.2,"55 km WNW of Akhiok, Alaska",1717074120506,1717074215646,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0246xxwgwi,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0246xxwgwi&format=geojson,,,,,automatic,0,74,ak,0246xxwgwi,",ak0246xxwgwi,",",ak,",",origin,phase-data,",,,0.26,,ml,earthquake,"M 2.2 - 55 km WNW of Akhiok, Alaska"
0.38,"8 km N of Rancho Cucamonga, CA",1717072828110,1717078299539,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40606831,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40606831&format=geojson,,,,,reviewed,0,2,ci,40606831,",ci40606831,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",15.0,0.07051,0.16,80.0,ml,earthquake,"M 0.4 - 8 km N of Rancho Cucamonga, CA"
4.3,"299 km WNW of Houma, Tonga",1717071937215,1717147607040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mnz3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000mnz3&format=geojson,,,,,reviewed,0,284,us,7000mnz3,",us7000mnz3,",",us,",",origin,phase-data,",48.0,4.542,1.04,98.0,mb,earthquake,"M 4.3 - 299 km WNW of Houma, Tonga"
1.6,"50 km S of Whites City, New Mexico",1717071520909,1717085907929,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024kozv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024kozv&format=geojson,,,,,reviewed,0,39,tx,2024kozv,",tx2024kozv,",",tx,",",origin,phase-data,",30.0,0.1,0.3,65.0,ml,earthquake,"M 1.6 - 50 km S of Whites City, New Mexico"
0.83,"5 km NNW of The Geysers, CA",1717071478260,1717071575326,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75013342,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75013342&format=geojson,,,,,automatic,0,11,nc,75013342,",nc75013342,",",nc,",",nearby-cities,origin,phase-data,",18.0,0.007712,0.01,74.0,md,earthquake,"M 0.8 - 5 km NNW of The Geysers, CA"
